num, lesson,student,skill,cell,right,eol
77, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
78, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
79, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
80, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
81, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
82, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
83, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
84, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
85, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
86, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
87, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
88, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
89, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
90, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
91, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
92, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
93, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
94, lesson,s4gJnw14,Calculate_part_in_proportion_with_fractions,cell,0,eol
95, lesson,s4gJnw14,Calculate_part_in_proportion_with_fractions,cell,1,eol
96, lesson,s4gJnw14,Calculate_total_in_proportion_with_fractions,cell,0,eol
97, lesson,s4gJnw14,Calculate_total_in_proportion_with_fractions,cell,1,eol
98, lesson,s4gJnw14,Calculate_part_in_proportion_with_fractions,cell,0,eol
99, lesson,s4gJnw14,Calculate_part_in_proportion_with_fractions,cell,1,eol
100, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
101, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
102, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
103, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
104, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
105, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
106, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
107, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
108, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
109, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
110, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
111, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
112, lesson,s6zkEsmR,Calculate_unit_rate,cell,0,eol
113, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
114, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
115, lesson,s6zkEsmR,Calculate_unit_rate,cell,1,eol
116, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,0,eol
117, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
118, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
119, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,1,eol
120, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
121, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,0,eol
122, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,0,eol
123, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,1,eol
124, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
125, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,1,eol
126, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
127, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,1,eol
128, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,0,eol
129, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
130, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,1,eol
131, lesson,s6zkEsmR,Calculate_total_in_proportion_with_fractions,cell,0,eol
132, lesson,s6zkEsmR,Calculate_part_in_proportion_with_fractions,cell,1,eol
133, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
134, lesson,s8EWewH7,Calculate_unit_rate,cell,0,eol
135, lesson,s8EWewH7,Calculate_unit_rate,cell,0,eol
136, lesson,s8EWewH7,Calculate_unit_rate,cell,0,eol
137, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
138, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
139, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
140, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
141, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
142, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
143, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
144, lesson,s8EWewH7,Calculate_unit_rate,cell,0,eol
145, lesson,s8EWewH7,Calculate_unit_rate,cell,1,eol
146, lesson,s8EWewH7,Calculate_unit_rate,cell,0,eol
147, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,0,eol
148, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,1,eol
149, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,1,eol
150, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,0,eol
151, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,1,eol
152, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,1,eol
153, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,1,eol
154, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,0,eol
155, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,0,eol
156, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,1,eol
157, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,1,eol
158, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,0,eol
159, lesson,s8EWewH7,Calculate_total_in_proportion_with_fractions,cell,1,eol
160, lesson,s8EWewH7,Calculate_part_in_proportion_with_fractions,cell,1,eol
161, lesson,sBU25p0d,Calculate_unit_rate,cell,0,eol
162, lesson,sBU25p0d,Calculate_unit_rate,cell,1,eol
163, lesson,sJJGL4Ig,Calculate_unit_rate,cell,1,eol
164, lesson,sJJGL4Ig,Calculate_unit_rate,cell,0,eol
165, lesson,sJJGL4Ig,Calculate_unit_rate,cell,1,eol
166, lesson,sJJGL4Ig,Calculate_unit_rate,cell,1,eol
167, lesson,sJJGL4Ig,Calculate_unit_rate,cell,0,eol
168, lesson,sJJGL4Ig,Calculate_unit_rate,cell,0,eol
169, lesson,sJJGL4Ig,Calculate_unit_rate,cell,0,eol
170, lesson,sJJGL4Ig,Calculate_unit_rate,cell,1,eol
171, lesson,sJJGL4Ig,Calculate_unit_rate,cell,1,eol
172, lesson,sJJGL4Ig,Calculate_unit_rate,cell,0,eol
173, lesson,sJJGL4Ig,Calculate_unit_rate,cell,0,eol
174, lesson,sJJGL4Ig,Calculate_unit_rate,cell,1,eol
175, lesson,sJJGL4Ig,Calculate_part_in_proportion_with_fractions,cell,1,eol
176, lesson,sJJGL4Ig,Calculate_total_in_proportion_with_fractions,cell,0,eol
177, lesson,sJJGL4Ig,Calculate_total_in_proportion_with_fractions,cell,0,eol
178, lesson,sJJGL4Ig,Calculate_total_in_proportion_with_fractions,cell,0,eol
179, lesson,sJJGL4Ig,Calculate_part_in_proportion_with_fractions,cell,1,eol
180, lesson,sJJGL4Ig,Calculate_part_in_proportion_with_fractions,cell,0,eol
181, lesson,sJJGL4Ig,Plot_non-terminating_improper_fraction,cell,0,eol
182, lesson,sJJGL4Ig,Plot_imperfect_radical,cell,1,eol
183, lesson,sJJGL4Ig,Plot_whole_number,cell,1,eol
184, lesson,sJJGL4Ig,Plot_terminating_proper_fraction,cell,0,eol
185, lesson,sJJGL4Ig,Plot_terminating_proper_fraction,cell,1,eol
186, lesson,sJJGL4Ig,Plot_non-terminating_improper_fraction,cell,1,eol
187, lesson,sJJGL4Ig,Plot_decimal_thousandths,cell,0,eol
188, lesson,sJJGL4Ig,Plot_pi,cell,0,eol
189, lesson,sJJGL4Ig,Plot_terminating_proper_fraction,cell,1,eol
190, lesson,sJJGL4Ig,Plot_imperfect_radical,cell,1,eol
191, lesson,sJJGL4Ig,Plot_whole_number,cell,1,eol
192, lesson,sJJGL4Ig,Plot_decimal_thousandths,cell,1,eol
193, lesson,sJJGL4Ig,Plot_pi,cell,1,eol
194, lesson,sJJGL4Ig,Plot_non-terminating_improper_fraction,cell,1,eol
195, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
196, lesson,sS2M2j2W,Calculate_unit_rate,cell,0,eol
197, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
198, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
199, lesson,sS2M2j2W,Calculate_unit_rate,cell,0,eol
200, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
201, lesson,sS2M2j2W,Calculate_unit_rate,cell,0,eol
202, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
203, lesson,sS2M2j2W,Calculate_unit_rate,cell,0,eol
204, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
205, lesson,sS2M2j2W,Calculate_unit_rate,cell,0,eol
206, lesson,sS2M2j2W,Calculate_unit_rate,cell,1,eol
207, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
208, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
209, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
210, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
211, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
212, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
213, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
214, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
215, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,1,eol
216, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,1,eol
217, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
218, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
219, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
220, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
221, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
222, lesson,sS2M2j2W,Calculate_total_in_proportion_with_fractions,cell,0,eol
223, lesson,sS2M2j2W,Calculate_part_in_proportion_with_fractions,cell,0,eol
224, lesson,svL4lMaM,Calculate_unit_rate,cell,1,eol
225, lesson,svL4lMaM,Calculate_unit_rate,cell,0,eol
226, lesson,svL4lMaM,Calculate_unit_rate,cell,1,eol
227, lesson,svL4lMaM,Calculate_unit_rate,cell,1,eol
228, lesson,svL4lMaM,Calculate_unit_rate,cell,0,eol
229, lesson,svL4lMaM,Calculate_unit_rate,cell,1,eol
230, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,1,eol
231, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
232, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
233, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,0,eol
234, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
235, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,1,eol
236, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,1,eol
237, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
238, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
239, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
240, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,0,eol
241, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,1,eol
242, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,1,eol
243, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,1,eol
244, lesson,svL4lMaM,Calculate_total_in_proportion_with_fractions,cell,0,eol
245, lesson,svL4lMaM,Calculate_part_in_proportion_with_fractions,cell,0,eol
246, lesson,sY6120Vs,Calculate_unit_rate,cell,1,eol
247, lesson,sY6120Vs,Calculate_unit_rate,cell,0,eol
248, lesson,sY6120Vs,Calculate_unit_rate,cell,0,eol
249, lesson,sY6120Vs,Calculate_unit_rate,cell,0,eol
250, lesson,sY6120Vs,Calculate_unit_rate,cell,0,eol
251, lesson,sY6120Vs,Calculate_unit_rate,cell,1,eol
252, lesson,sY6120Vs,Calculate_unit_rate,cell,1,eol
253, lesson,sY6120Vs,Calculate_unit_rate,cell,1,eol
254, lesson,sY6120Vs,Calculate_unit_rate,cell,1,eol
255, lesson,sY6120Vs,Calculate_unit_rate,cell,1,eol
256, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
257, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,1,eol
258, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
259, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
260, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,0,eol
261, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
262, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,0,eol
263, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,0,eol
264, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,1,eol
265, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
266, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,1,eol
267, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
268, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
269, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,1,eol
270, lesson,sY6120Vs,Calculate_part_in_proportion_with_fractions,cell,1,eol
271, lesson,sY6120Vs,Calculate_total_in_proportion_with_fractions,cell,1,eol
272, lesson,sY6120Vs,Plot_terminating_proper_fraction,cell,0,eol
273, lesson,sY6120Vs,Plot_whole_number,cell,1,eol
274, lesson,sY6120Vs,Plot_terminating_proper_fraction,cell,1,eol
275, lesson,sY6120Vs,Plot_non-terminating_improper_fraction,cell,1,eol
276, lesson,sY6120Vs,Plot_imperfect_radical,cell,1,eol
277, lesson,sY6120Vs,Plot_decimal_thousandths,cell,0,eol
278, lesson,sY6120Vs,Plot_pi,cell,1,eol
279, lesson,sY6120Vs,Plot_whole_number,cell,1,eol
280, lesson,sY6120Vs,Plot_terminating_proper_fraction,cell,1,eol
281, lesson,sY6120Vs,Plot_decimal_thousandths,cell,1,eol
282, lesson,sY6120Vs,Plot_terminating_proper_fraction,cell,0,eol
283, lesson,sY6120Vs,Plot_terminating_proper_fraction,cell,1,eol
284, lesson,sY6120Vs,Plot_non-terminating_improper_fraction,cell,1,eol
285, lesson,sY6120Vs,Plot_imperfect_radical,cell,1,eol
286, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
287, lesson,sZBj33oo,Calculate_unit_rate,cell,0,eol
288, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
289, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
290, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
291, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
292, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
293, lesson,sZBj33oo,Calculate_unit_rate,cell,0,eol
294, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
295, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
296, lesson,sZBj33oo,Calculate_unit_rate,cell,0,eol
297, lesson,sZBj33oo,Calculate_unit_rate,cell,0,eol
298, lesson,sZBj33oo,Calculate_unit_rate,cell,1,eol
299, lesson,sZBj33oo,Calculate_unit_rate,cell,0,eol
300, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,0,eol
301, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
302, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
303, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
304, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
305, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
306, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
307, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
308, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
309, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
310, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
311, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
312, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
313, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
314, lesson,sZBj33oo,Calculate_part_in_proportion_with_fractions,cell,1,eol
315, lesson,sZBj33oo,Calculate_total_in_proportion_with_fractions,cell,1,eol
316, lesson,sZBj33oo,Plot_imperfect_radical,cell,0,eol
317, lesson,sZBj33oo,Plot_decimal_thousandths,cell,1,eol
318, lesson,sZBj33oo,Plot_imperfect_radical,cell,0,eol
319, lesson,sZBj33oo,Plot_whole_number,cell,1,eol
320, lesson,sZBj33oo,Plot_non-terminating_improper_fraction,cell,1,eol
321, lesson,sZBj33oo,Plot_terminating_proper_fraction,cell,1,eol
322, lesson,sZBj33oo,Plot_whole_number,cell,1,eol
323, lesson,sZBj33oo,Plot_pi,cell,0,eol
324, lesson,sZBj33oo,Plot_terminating_proper_fraction,cell,0,eol
325, lesson,sZBj33oo,Plot_terminating_proper_fraction,cell,0,eol
326, lesson,sZBj33oo,Plot_non-terminating_improper_fraction,cell,0,eol
327, lesson,sZBj33oo,Plot_terminating_proper_fraction,cell,1,eol
328, lesson,sZBj33oo,Plot_imperfect_radical,cell,1,eol
329, lesson,sZBj33oo,Plot_non-terminating_improper_fraction,cell,1,eol
330, lesson,sZBj33oo,Plot_terminating_proper_fraction,cell,1,eol
331, lesson,sZBj33oo,Plot_imperfect_radical,cell,1,eol
332, lesson,s1T4w47X,Calculate_unit_rate,cell,1,eol
333, lesson,s1T4w47X,Calculate_unit_rate,cell,0,eol
334, lesson,s1T4w47X,Calculate_unit_rate,cell,0,eol
335, lesson,s1T4w47X,Calculate_unit_rate,cell,0,eol
336, lesson,s1T4w47X,Calculate_unit_rate,cell,0,eol
337, lesson,s1T4w47X,Calculate_unit_rate,cell,0,eol
338, lesson,s1T4w47X,Calculate_unit_rate,cell,1,eol
339, lesson,s1T4w47X,Calculate_unit_rate,cell,1,eol
340, lesson,s1T4w47X,Calculate_unit_rate,cell,1,eol
341, lesson,s1T4w47X,Calculate_unit_rate,cell,1,eol
342, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
343, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,0,eol
344, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,0,eol
345, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
346, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,1,eol
347, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
348, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,1,eol
349, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
350, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,1,eol
351, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
352, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
353, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
354, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
355, lesson,s1T4w47X,Calculate_part_in_proportion_with_fractions,cell,1,eol
356, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,1,eol
357, lesson,s1T4w47X,Calculate_total_in_proportion_with_fractions,cell,1,eol
358, lesson,s1T4w47X,Plot_imperfect_radical,cell,0,eol
359, lesson,s1T4w47X,Plot_terminating_proper_fraction,cell,1,eol
360, lesson,s1T4w47X,Plot_whole_number,cell,1,eol
361, lesson,s1T4w47X,Plot_imperfect_radical,cell,0,eol
362, lesson,s1T4w47X,Plot_pi,cell,1,eol
363, lesson,s1T4w47X,Plot_non-terminating_improper_fraction,cell,1,eol
364, lesson,s1T4w47X,Plot_decimal_thousandths,cell,0,eol
365, lesson,s1T4w47X,Plot_terminating_proper_fraction,cell,0,eol
366, lesson,s1T4w47X,Plot_terminating_proper_fraction,cell,0,eol
367, lesson,s1T4w47X,Plot_terminating_proper_fraction,cell,1,eol
368, lesson,s1T4w47X,Plot_imperfect_radical,cell,1,eol
369, lesson,s1T4w47X,Plot_whole_number,cell,1,eol
370, lesson,s1T4w47X,Plot_decimal_thousandths,cell,0,eol
371, lesson,s1T4w47X,Plot_decimal_thousandths,cell,0,eol
372, lesson,s1T4w47X,Plot_pi,cell,1,eol
373, lesson,s1T4w47X,Plot_non-terminating_improper_fraction,cell,1,eol
374, lesson,s1T4w47X,Plot_terminating_proper_fraction,cell,1,eol
375, lesson,s1T4w47X,Finding_the_intersection_Mixed,cell,0,eol
376, lesson,s1T4w47X,Finding_the_intersection_GLF,cell,0,eol
377, lesson,s1T4w47X,Finding_the_intersection_SIF,cell,1,eol
378, lesson,s1T4w47X,Finding_the_intersection_SIF,cell,0,eol
379, lesson,s1T4w47X,Finding_the_intersection_Mixed,cell,0,eol
