num, lesson,student,skill,cell,right,eol
220, lesson,s2718raz4246j,Calculate_unit_rate,cell,1,eol
221, lesson,s2710rfey0hwa,Calculate_unit_rate,cell,0,eol
222, lesson,s271k4y8incfb,Calculate_unit_rate,cell,1,eol
223, lesson,s271zzbwqtqht,Calculate_unit_rate,cell,1,eol
224, lesson,sD6XHX,Calculate_unit_rate,cell,1,eol
225, lesson,s2711qx2mj1as,Calculate_unit_rate,cell,1,eol
226, lesson,s7gi78ec,Calculate_unit_rate,cell,1,eol
227, lesson,s271l6xuybjzm,Calculate_unit_rate,cell,0,eol
228, lesson,sz7Zg3oy,Calculate_unit_rate,cell,0,eol
229, lesson,s271pph1io16i,Calculate_unit_rate,cell,0,eol
230, lesson,s248gk1kfb,Calculate_unit_rate,cell,0,eol
231, lesson,s248lmchx5,Calculate_unit_rate,cell,0,eol
232, lesson,s2713w5g3rmmc,Calculate_unit_rate,cell,1,eol
233, lesson,s2713xr7e2mrl,Calculate_unit_rate,cell,1,eol
234, lesson,s2n8Nx,Calculate_unit_rate,cell,1,eol
235, lesson,s271z20ersqhd,Calculate_unit_rate,cell,1,eol
236, lesson,s2718zd506kaa,Calculate_unit_rate,cell,1,eol
237, lesson,s271rojy1tuks,Calculate_unit_rate,cell,1,eol
238, lesson,s250t1axmaayz,Calculate_unit_rate,cell,1,eol
239, lesson,s271n5ftoiiwq,Calculate_unit_rate,cell,1,eol
240, lesson,s2509behtneyt,Calculate_unit_rate,cell,1,eol
241, lesson,s271t4snhnc5k,Calculate_unit_rate,cell,1,eol
242, lesson,s248asespl,Calculate_unit_rate,cell,0,eol
243, lesson,s24864dslr,Calculate_unit_rate,cell,0,eol
244, lesson,s248e6z0sm,Calculate_unit_rate,cell,1,eol
245, lesson,s248dorqwi,Calculate_unit_rate,cell,1,eol
246, lesson,s248witr72,Calculate_unit_rate,cell,0,eol
247, lesson,sKLRjL,Calculate_unit_rate,cell,1,eol
248, lesson,s250lqsrzsuye,Calculate_unit_rate,cell,1,eol
249, lesson,s271vysg05m7y,Calculate_unit_rate,cell,0,eol
250, lesson,s2487zw9m8,Calculate_unit_rate,cell,0,eol
251, lesson,sA1MG2DB,Calculate_unit_rate,cell,1,eol
252, lesson,s271wejqm0l9q,Calculate_unit_rate,cell,1,eol
253, lesson,s2481ihli2,Calculate_unit_rate,cell,0,eol
254, lesson,s271i4z6165wh,Calculate_unit_rate,cell,1,eol
255, lesson,s4gcLyqe,Calculate_unit_rate,cell,0,eol
256, lesson,szt5vuLM,Calculate_unit_rate,cell,1,eol
257, lesson,s271epmo0ado6,Calculate_unit_rate,cell,1,eol
258, lesson,sz7Zg3oy,Calculate_unit_rate,cell,1,eol
259, lesson,s271k46zmobti,Calculate_unit_rate,cell,1,eol
260, lesson,s248pthl4g,Calculate_unit_rate,cell,1,eol
261, lesson,s27175h0ai21t,Calculate_unit_rate,cell,0,eol
262, lesson,s248oylglm,Calculate_unit_rate,cell,1,eol
263, lesson,s236t7jrx5,Calculate_unit_rate,cell,1,eol
264, lesson,s271q8lar05ly,Calculate_unit_rate,cell,0,eol
265, lesson,s2711l993sfz5,Calculate_unit_rate,cell,0,eol
266, lesson,s271aszlyphlx,Calculate_unit_rate,cell,0,eol
267, lesson,s2713iub9e45b,Calculate_unit_rate,cell,0,eol
268, lesson,s171FrTcd,Calculate_unit_rate,cell,1,eol
269, lesson,s248r31a7r,Calculate_unit_rate,cell,1,eol
270, lesson,s2714ysgpjn30,Calculate_unit_rate,cell,0,eol
271, lesson,s2488yjm6k,Calculate_unit_rate,cell,0,eol
272, lesson,s250gwdn44nnw,Calculate_unit_rate,cell,0,eol
273, lesson,s2711m108y8se,Calculate_unit_rate,cell,0,eol
274, lesson,sj2w80,Calculate_unit_rate,cell,1,eol
275, lesson,s171M1Dzf,Calculate_unit_rate,cell,1,eol
276, lesson,sE9dzBix,Calculate_unit_rate,cell,0,eol
277, lesson,s248ehviie,Calculate_unit_rate,cell,1,eol
278, lesson,s271w61z8n5v1,Calculate_unit_rate,cell,1,eol
279, lesson,s2716vly92i7k,Calculate_unit_rate,cell,0,eol
280, lesson,s2483bdea9,Calculate_unit_rate,cell,1,eol
281, lesson,s25066spccs8m,Calculate_unit_rate,cell,0,eol
282, lesson,sMYmjG5R,Calculate_unit_rate,cell,1,eol
283, lesson,s271x98q5smdq,Calculate_unit_rate,cell,0,eol
284, lesson,stwmF5,Calculate_unit_rate,cell,0,eol
285, lesson,s2481ihli2,Calculate_unit_rate,cell,1,eol
286, lesson,s271np4zc8vd1,Calculate_unit_rate,cell,0,eol
287, lesson,s271l1nh6mwb8,Calculate_unit_rate,cell,1,eol
288, lesson,s248s21red,Calculate_unit_rate,cell,1,eol
289, lesson,s2718jrcwcczt,Calculate_unit_rate,cell,1,eol
290, lesson,s171N77mW,Calculate_unit_rate,cell,1,eol
291, lesson,s248f1q8y5,Calculate_unit_rate,cell,1,eol
292, lesson,s2715ks018djo,Calculate_unit_rate,cell,0,eol
293, lesson,s271lq5000tu6,Calculate_unit_rate,cell,1,eol
294, lesson,s248js8qhk,Calculate_unit_rate,cell,1,eol
295, lesson,s248g1wh6o,Calculate_unit_rate,cell,0,eol
296, lesson,s2485t3e6y,Calculate_unit_rate,cell,1,eol
297, lesson,s250mr0b48m4d,Calculate_unit_rate,cell,0,eol
298, lesson,s248di4j0o,Calculate_unit_rate,cell,1,eol
299, lesson,s271ja101v90j,Calculate_unit_rate,cell,0,eol
300, lesson,s171xNxiY,Calculate_unit_rate,cell,0,eol
301, lesson,s171DJdS4,Calculate_unit_rate,cell,0,eol
302, lesson,s171mc75l,Calculate_unit_rate,cell,0,eol
303, lesson,s271tt6j61n7d,Calculate_unit_rate,cell,0,eol
304, lesson,s2713iub9e45b,Calculate_unit_rate,cell,1,eol
305, lesson,s271iqvz5tgi6,Calculate_unit_rate,cell,1,eol
306, lesson,s271k966j74lv,Calculate_unit_rate,cell,0,eol
307, lesson,s271ecl1bmic8,Calculate_unit_rate,cell,1,eol
308, lesson,s2480jbmfq,Calculate_unit_rate,cell,0,eol
309, lesson,s2715k99xjyag,Calculate_unit_rate,cell,1,eol
310, lesson,s250k9dza48i0,Calculate_unit_rate,cell,0,eol
311, lesson,s2JcB729,Calculate_unit_rate,cell,0,eol
312, lesson,s248ifcrgm,Calculate_unit_rate,cell,1,eol
313, lesson,s171WqQfl,Calculate_unit_rate,cell,0,eol
314, lesson,s248f1q8y5,Calculate_unit_rate,cell,1,eol
315, lesson,s271041id2i2v,Calculate_unit_rate,cell,1,eol
316, lesson,s271hj56ncqhi,Calculate_unit_rate,cell,1,eol
317, lesson,s248gk1kfb,Calculate_unit_rate,cell,1,eol
318, lesson,s250nv9z94ms4,Calculate_unit_rate,cell,0,eol
319, lesson,s271ti60q7tk1,Calculate_unit_rate,cell,0,eol
320, lesson,s271l1nh6mwb8,Calculate_unit_rate,cell,1,eol
321, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
322, lesson,s271rezdh4q8m,Calculate_unit_rate,cell,1,eol
323, lesson,s271gt6vi3fr5,Calculate_unit_rate,cell,1,eol
324, lesson,s4gJnw14,Calculate_unit_rate,cell,0,eol
325, lesson,sNOD85nt,Calculate_unit_rate,cell,1,eol
326, lesson,s171M1Dzf,Calculate_unit_rate,cell,1,eol
327, lesson,s171HyaCo,Calculate_unit_rate,cell,1,eol
328, lesson,sj2w80,Calculate_unit_rate,cell,1,eol
329, lesson,s271q8lar05ly,Calculate_unit_rate,cell,1,eol
330, lesson,s2713vuhx9y05,Calculate_unit_rate,cell,1,eol
331, lesson,s236hfghbw,Calculate_unit_rate,cell,0,eol
332, lesson,s248f1q8y5,Calculate_unit_rate,cell,1,eol
333, lesson,s271792vdsnnx,Calculate_unit_rate,cell,1,eol
334, lesson,s236algwxl,Calculate_unit_rate,cell,0,eol
335, lesson,s250srehigdpz,Calculate_unit_rate,cell,0,eol
336, lesson,s271o6dz7uglb,Calculate_unit_rate,cell,1,eol
337, lesson,sC76m01z,Calculate_unit_rate,cell,0,eol
338, lesson,s250jinydnhom,Calculate_unit_rate,cell,0,eol
339, lesson,s236tkg4nh,Calculate_unit_rate,cell,0,eol
340, lesson,s171s0AHa,Calculate_unit_rate,cell,1,eol
341, lesson,s171yRG88,Calculate_unit_rate,cell,0,eol
342, lesson,s171s9s36,Calculate_unit_rate,cell,1,eol
343, lesson,s248eah0pk,Calculate_unit_rate,cell,0,eol
344, lesson,s248pthl4g,Calculate_unit_rate,cell,0,eol
345, lesson,s248ehviie,Calculate_unit_rate,cell,0,eol
346, lesson,s271ctciuqlde,Calculate_unit_rate,cell,1,eol
347, lesson,s250vczqeknkn,Calculate_unit_rate,cell,0,eol
348, lesson,s271hj56ncqhi,Calculate_unit_rate,cell,1,eol
349, lesson,s271041id2i2v,Calculate_unit_rate,cell,1,eol
350, lesson,s271hsy517x6r,Calculate_unit_rate,cell,0,eol
351, lesson,s271pxhpzhcvq,Calculate_unit_rate,cell,1,eol
352, lesson,s271t1ine6k91,Calculate_unit_rate,cell,1,eol
353, lesson,s248en0u40,Calculate_unit_rate,cell,1,eol
354, lesson,s171v8Hxf,Calculate_unit_rate,cell,0,eol
355, lesson,s271rezdh4q8m,Calculate_unit_rate,cell,1,eol
356, lesson,s2481ihli2,Calculate_unit_rate,cell,0,eol
357, lesson,s2483bdea9,Calculate_unit_rate,cell,0,eol
358, lesson,s271hj56ncqhi,Calculate_unit_rate,cell,0,eol
359, lesson,s171DJdS4,Calculate_unit_rate,cell,0,eol
360, lesson,s250iv9qwwyb7,Calculate_unit_rate,cell,1,eol
361, lesson,sz3GhRzh,Calculate_unit_rate,cell,1,eol
362, lesson,s2367t4llc,Calculate_unit_rate,cell,0,eol
363, lesson,s271zfbwp9vwj,Calculate_unit_rate,cell,0,eol
364, lesson,s236pkt1lc,Calculate_unit_rate,cell,1,eol
365, lesson,s250emfee87ia,Calculate_unit_rate,cell,0,eol
366, lesson,s248nlbkaa,Calculate_unit_rate,cell,0,eol
367, lesson,s271pxhpzhcvq,Calculate_unit_rate,cell,1,eol
368, lesson,s271t1ine6k91,Calculate_unit_rate,cell,1,eol
369, lesson,s271x98q5smdq,Calculate_unit_rate,cell,1,eol
370, lesson,s171FZRaq,Calculate_unit_rate,cell,1,eol
371, lesson,si0PeR6q,Calculate_unit_rate,cell,0,eol
372, lesson,s271251mmmepk,Calculate_unit_rate,cell,1,eol
373, lesson,sSgkn3l2,Calculate_unit_rate,cell,0,eol
374, lesson,sj2w80,Calculate_unit_rate,cell,1,eol
375, lesson,s2715zk8yvhm2,Calculate_unit_rate,cell,0,eol
376, lesson,s271wyu7zk6jj,Calculate_unit_rate,cell,1,eol
377, lesson,s271i4z6165wh,Calculate_unit_rate,cell,1,eol
378, lesson,s248lip48d,Calculate_unit_rate,cell,0,eol
379, lesson,s250wz0z176z7,Calculate_unit_rate,cell,0,eol
380, lesson,sZBj33oo,Calculate_unit_rate,cell,0,eol
381, lesson,s2485t3e6y,Calculate_unit_rate,cell,1,eol
382, lesson,sudA9670,Calculate_unit_rate,cell,0,eol
383, lesson,s171SpYVZ,Calculate_unit_rate,cell,1,eol
384, lesson,s27175h0ai21t,Calculate_unit_rate,cell,1,eol
385, lesson,s271ftvxgudil,Calculate_unit_rate,cell,1,eol
386, lesson,s171SpYVZ,Calculate_unit_rate,cell,1,eol
387, lesson,s248e6z0sm,Calculate_unit_rate,cell,1,eol
388, lesson,s4gJnw14,Calculate_unit_rate,cell,1,eol
389, lesson,s248qm8h48,Calculate_unit_rate,cell,0,eol
390, lesson,s248iwnoa3,Calculate_unit_rate,cell,1,eol
391, lesson,s4ziT9K3,Calculate_unit_rate,cell,1,eol
392, lesson,svL4lMaM,Calculate_unit_rate,cell,0,eol
393, lesson,s271mhp273g2i,Calculate_unit_rate,cell,1,eol
394, lesson,sXqcnV,Calculate_unit_rate,cell,0,eol
395, lesson,s271x98q5smdq,Calculate_unit_rate,cell,1,eol
396, lesson,s171wFDcq,Calculate_unit_rate,cell,1,eol
397, lesson,s271kkw1i357t,Calculate_unit_rate,cell,0,eol
398, lesson,s248nb4uyh,Calculate_unit_rate,cell,0,eol
399, lesson,s248gk1kfb,Calculate_unit_rate,cell,1,eol
400, lesson,s24864dslr,Calculate_unit_rate,cell,1,eol
401, lesson,s248ak7pye,Calculate_unit_rate,cell,1,eol
402, lesson,s171TsMI6,Calculate_unit_rate,cell,0,eol
403, lesson,s236pkt1lc,Calculate_unit_rate,cell,0,eol
404, lesson,s271w9icntza6,Calculate_unit_rate,cell,1,eol
405, lesson,s248ld2fnl,Calculate_unit_rate,cell,0,eol
406, lesson,s250w2b188psk,Calculate_unit_rate,cell,1,eol
407, lesson,s24835j4fa,Calculate_unit_rate,cell,1,eol
408, lesson,s271sh0usk0ch,Calculate_unit_rate,cell,1,eol
409, lesson,s2484hmh1g,Calculate_unit_rate,cell,0,eol
410, lesson,s2365c1xmz,Calculate_unit_rate,cell,1,eol
