Unnamed: 0,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
180703,240333,a8YLu01,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-081,1,SimplifiedNumeratorQuantity1,39:39.0,39:51.0,40:25.0,40:25.0,41.0,,41.0,0,1,0,1,Calculate_unit_rate,8
1054917,1405292,25066spccs8m,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-098,1,SimplifiedNumeratorQuantity2,44:54.0,45:00.0,45:00.0,45:00.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,8
1365210,1820864,171FZRaq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity2,34:49.0,34:58.0,34:58.0,34:58.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,6
1416721,1890914,171J7Dty,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,09:01.0,09:05.0,09:31.0,09:31.0,30.0,,30.0,0,4,1,1,Calculate_unit_rate,2
1158866,1543184,1712hTGg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,52:48.0,52:56.0,52:56.0,52:56.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,1
564459,753387,271cs8w6e2pr,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity1,02:59.0,03:09.0,03:09.0,03:09.0,10.0,10.0,,1,0,0,1,Calculate_unit_rate,5
242782,324234,2711m108y8se,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,55:58.0,55:59.0,56:19.0,56:19.0,5.0,,5.0,0,1,0,1,Calculate_unit_rate,1
1300482,1733394,hZ1B6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-030,1,SimplifiedNumeratorQuantity2,05:51.0,05:56.0,05:56.0,05:56.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,7
2254908,3004907,2485t3e6y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-129,1,SimplifiedNumeratorQuantity1,13:12.0,13:17.0,13:17.0,13:17.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,19
794651,1057411,271lyd14mrok,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-108,1,SimplifiedNumeratorQuantity1,24:04.0,24:11.0,24:11.0,24:11.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,3
1796958,2392623,2485bqay0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-029,1,SimplifiedNumeratorQuantity2,41:50.0,42:01.0,42:01.0,42:01.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,6
1796922,2392587,2485bqay0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,36:47.0,36:53.0,36:53.0,36:53.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,1
576061,769587,271mhp273g2i,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-071,1,SimplifiedNumeratorQuantity1,46:28.0,46:34.0,46:46.0,46:46.0,15.0,,15.0,0,1,0,1,Calculate_unit_rate,3
1380041,1840777,g5to7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity2,47:42.0,47:51.0,47:51.0,47:51.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,6
191831,255561,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-103,1,SimplifiedNumeratorQuantity1,32:27.0,32:30.0,33:13.0,33:13.0,36.0,,36.0,0,4,2,1,Calculate_unit_rate,5
1012167,1348257,2365c1xmz,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-050,1,SimplifiedNumeratorQuantity1,32:25.0,32:28.0,32:33.0,32:33.0,7.0,,7.0,0,0,1,1,Calculate_unit_rate,9
1167105,1553861,171DJdS4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-191,1,SimplifiedNumeratorQuantity2,42:38.0,42:44.0,43:16.0,43:16.0,25.0,,25.0,0,4,1,1,Calculate_unit_rate,6
767677,1022506,2717z8p9hhyz,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-106,1,SimplifiedNumeratorQuantity1,31:37.0,31:44.0,31:58.0,31:58.0,21.0,,21.0,0,1,0,1,Calculate_unit_rate,5
2006448,2675534,2482uq7y8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-010,1,SimplifiedNumeratorQuantity1,19:53.0,19:54.0,19:54.0,19:54.0,1.0,1.0,,1,0,0,1,Calculate_unit_rate,9
359624,480108,271u3bvljn1d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-033,1,SimplifiedNumeratorQuantity2,50:13.0,50:23.0,50:23.0,50:23.0,10.0,10.0,,1,0,0,1,Calculate_unit_rate,12
1871623,2492645,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity2,19:44.0,19:47.0,20:26.0,20:26.0,28.0,,28.0,0,2,0,1,Calculate_unit_rate,10
461936,616406,2717y42x1chj,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,2,SimplifiedNumeratorQuantity2,20:21.0,20:33.0,20:33.0,20:33.0,12.0,12.0,,1,0,0,1,Calculate_unit_rate,14
1380005,1840741,g5to7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,42:44.0,42:48.0,43:28.0,43:28.0,15.0,,15.0,0,3,1,1,Calculate_unit_rate,2
1709240,2277901,248429wl4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-136,1,SimplifiedNumeratorQuantity1,27:59.0,28:04.0,28:04.0,28:04.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,11
1255768,1672986,171WqQfl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-168,1,SimplifiedNumeratorQuantity1,43:31.0,43:35.0,44:02.0,44:02.0,26.0,,26.0,0,3,1,1,Calculate_unit_rate,3
2131498,2842440,171b9fzm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,34:15.0,34:20.0,34:58.0,34:58.0,30.0,,30.0,0,2,0,1,Calculate_unit_rate,2
348832,465384,271mn25vxzdh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-103,1,SimplifiedNumeratorQuantity2,06:35.0,06:39.0,06:39.0,06:39.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,8
1142922,1521335,171ciX4Z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-110,1,SimplifiedNumeratorQuantity1,55:05.0,55:11.0,55:27.0,55:27.0,10.0,,10.0,0,1,0,1,Calculate_unit_rate,5
2254959,3004958,2485t3e6y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-013,1,SimplifiedNumeratorQuantity1,20:15.0,20:20.0,20:20.0,20:20.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,25
313716,418677,271z34n86wsn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,43:48.0,44:03.0,45:07.0,45:07.0,73.0,,73.0,0,1,0,1,Calculate_unit_rate,2
1112144,1481788,250mr0b48m4d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-181,1,SimplifiedNumeratorQuantity1,04:23.0,04:29.0,05:38.0,05:38.0,36.0,,36.0,0,1,0,1,Calculate_unit_rate,3
615333,821208,2714ysgpjn30,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,33:42.0,34:06.0,34:06.0,34:06.0,24.0,24.0,,1,0,0,1,Calculate_unit_rate,2
9691,12718,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity2,26:41.0,26:45.0,27:03.0,27:03.0,10.0,,10.0,0,1,1,1,Calculate_unit_rate,30
1849795,2463460,2488yjm6k,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-186,1,SimplifiedNumeratorQuantity2,09:35.0,09:37.0,09:41.0,09:41.0,5.0,,5.0,0,0,1,1,Calculate_unit_rate,20
1756043,2338725,248iwnoa3,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-179,1,SimplifiedNumeratorQuantity2,48:40.0,48:49.0,48:49.0,48:49.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,10
2001101,2668073,2480jbmfq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-009,1,SimplifiedNumeratorQuantity1,06:47.0,06:59.0,06:59.0,06:59.0,12.0,12.0,,1,0,0,1,Calculate_unit_rate,12
1099066,1464482,250gwdn44nnw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-011,1,SimplifiedNumeratorQuantity1,06:54.0,07:01.0,07:01.0,07:01.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,3
273164,364275,271g7beuc4s1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity1,13:33.0,13:40.0,13:40.0,13:40.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,5
43854,57850,2JcB729,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-170,1,SimplifiedNumeratorQuantity1,23:03.0,23:07.0,23:24.0,23:24.0,19.0,,19.0,0,1,0,1,Calculate_unit_rate,5
474185,633159,271zfbwp9vwj,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-145,1,SimplifiedNumeratorQuantity1,24:09.0,24:12.0,24:12.0,24:12.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,3
454329,606155,2711l993sfz5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-011,1,SimplifiedNumeratorQuantity2,06:28.0,06:35.0,06:48.0,06:48.0,17.0,,17.0,0,0,1,1,Calculate_unit_rate,12
1371079,1828811,j2w80,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-025,1,SimplifiedNumeratorQuantity2,41:03.0,41:05.0,41:05.0,41:05.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,6
1851747,2466096,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity2,01:10.0,01:44.0,03:11.0,03:11.0,121.0,,121.0,0,1,0,1,Calculate_unit_rate,5
861129,1146133,2715gmz00xqw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-136,1,SimplifiedNumeratorQuantity1,30:54.0,31:02.0,31:02.0,31:02.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,3
1989658,2652912,248nb4uyh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity1,43:21.0,43:58.0,43:58.0,43:58.0,37.0,37.0,,1,0,0,1,Calculate_unit_rate,31
1790683,2384239,248199mt7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-029,1,SimplifiedNumeratorQuantity1,07:31.0,07:39.0,07:39.0,07:39.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,3
1470880,1963426,248a2t00r,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-018,1,SimplifiedNumeratorQuantity2,52:57.0,53:05.0,53:29.0,53:29.0,32.0,,32.0,0,1,0,1,Calculate_unit_rate,7
796969,1060648,271oizyz6coj,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-117,1,SimplifiedNumeratorQuantity2,46:39.0,46:47.0,46:47.0,46:47.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,8
1348821,1798349,171IVNGa,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,17:10.0,17:16.0,17:16.0,17:16.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,1
1356238,1808267,1715Zzr7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-149,1,SimplifiedNumeratorQuantity2,49:15.0,49:36.0,49:36.0,49:36.0,21.0,21.0,,1,0,0,1,Calculate_unit_rate,6
1036334,1380075,236t7jrx5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-047,1,SimplifiedNumeratorQuantity1,53:52.0,53:57.0,53:57.0,53:57.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,19
1365184,1820838,171FZRaq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-023,1,SimplifiedNumeratorQuantity1,55:42.0,55:46.0,55:46.0,55:46.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,3
1237790,1648490,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-140,1,SimplifiedNumeratorQuantity1,31:40.0,31:41.0,31:44.0,31:44.0,3.0,,3.0,0,0,1,1,Calculate_unit_rate,11
1404416,1874212,171YFPuw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,48:58.0,49:03.0,49:33.0,49:33.0,22.0,,22.0,0,3,1,1,Calculate_unit_rate,2
2191040,2920185,248a3up89,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-079,1,SimplifiedNumeratorQuantity1,48:46.0,48:48.0,48:48.0,48:48.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,13
223642,298802,z3GhRzh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,14:26.0,14:48.0,14:48.0,14:48.0,22.0,22.0,,1,0,0,1,Calculate_unit_rate,2
30915,41271,ZBj33oo,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-155,1,SimplifiedNumeratorQuantity1,31:32.0,31:36.0,31:36.0,31:36.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,9
298191,397902,271lyut5ftpl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-102,1,SimplifiedNumeratorQuantity1,22:42.0,22:44.0,24:06.0,24:06.0,68.0,,68.0,0,5,0,1,Calculate_unit_rate,5
356821,476357,271o6s7fc625,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-009,1,SimplifiedNumeratorQuantity2,20:52.0,21:03.0,21:03.0,21:03.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,10
494925,659616,271wkwcq7yqd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-152,1,SimplifiedNumeratorQuantity1,43:32.0,43:39.0,43:39.0,43:39.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,7
228879,306352,z7Zg3oy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-197,1,SimplifiedNumeratorQuantity1,18:41.0,18:48.0,18:48.0,18:48.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,5
307378,410089,271tt6j61n7d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-050,1,SimplifiedNumeratorQuantity1,46:58.0,47:01.0,48:33.0,48:33.0,36.0,,36.0,0,6,2,1,Calculate_unit_rate,7
555166,740728,271z5iqx1njk,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-040,1,SimplifiedNumeratorQuantity2,11:37.0,11:47.0,11:47.0,11:47.0,10.0,10.0,,1,0,0,1,Calculate_unit_rate,6
212841,284608,ug982yk,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-103,1,SimplifiedNumeratorQuantity1,27:56.0,28:03.0,28:21.0,28:21.0,25.0,,25.0,0,1,0,1,Calculate_unit_rate,5
1779383,2369426,248s3xw0q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-027,1,SimplifiedNumeratorQuantity1,08:52.0,08:54.0,09:01.0,09:01.0,9.0,,9.0,0,1,0,1,Calculate_unit_rate,5
1012142,1348232,2365c1xmz,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-180,1,SimplifiedNumeratorQuantity1,29:05.0,29:31.0,29:59.0,29:59.0,39.0,,39.0,0,2,1,1,Calculate_unit_rate,7
196705,262883,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,30:39.0,30:44.0,31:14.0,31:14.0,35.0,,35.0,0,2,0,1,Calculate_unit_rate,2
749428,999367,2712pwgtupxd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-096,1,SimplifiedNumeratorQuantity1,23:45.0,25:59.0,25:59.0,25:59.0,134.0,134.0,,1,0,0,1,Calculate_unit_rate,5
546318,728787,271ry0uqwkr1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,21:13.0,21:16.0,21:16.0,21:16.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,1
1151836,1533661,171dcR0t,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-023,1,SimplifiedNumeratorQuantity1,05:59.0,06:02.0,06:02.0,06:02.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,9
1340525,1786868,171GGmAS,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,58:30.0,58:36.0,,58:55.0,25.0,,25.0,0,4,0,0,Calculate_unit_rate,2
154915,206032,NOD85nt,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,29:50.0,29:57.0,30:20.0,30:20.0,30.0,,30.0,0,1,0,1,Calculate_unit_rate,2
1831667,2438434,248witr72,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-018,1,SimplifiedNumeratorQuantity2,44:12.0,44:16.0,44:43.0,44:43.0,20.0,,20.0,0,2,0,1,Calculate_unit_rate,4
1085681,1447105,25072fprd8bu,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-111,1,SimplifiedNumeratorQuantity1,15:01.0,15:07.0,15:07.0,15:07.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,21
1521466,2030782,248yvjppn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-004,1,SimplifiedNumeratorQuantity1,58:29.0,58:32.0,58:32.0,58:32.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,3
66232,87800,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-078,1,SimplifiedNumeratorQuantity2,01:06.0,01:09.0,01:09.0,01:09.0,1.5,1.5,,1,0,0,1,Calculate_unit_rate,4
1151791,1533616,171dcR0t,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-029,1,SimplifiedNumeratorQuantity1,00:35.0,00:40.0,02:03.0,02:03.0,23.0,,23.0,0,1,2,1,Calculate_unit_rate,4
1968734,2623716,2481xfa14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-076,1,SimplifiedNumeratorQuantity2,52:53.0,52:57.0,52:57.0,52:57.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,10
1359417,1812487,171mdUWV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,40:17.0,40:23.0,41:51.0,41:51.0,85.0,,85.0,0,6,1,1,Calculate_unit_rate,2
1809126,2408765,248di4j0o,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,04:01.0,04:06.0,04:42.0,04:42.0,24.0,,24.0,0,2,0,1,Calculate_unit_rate,2
1129916,1504737,250u7kofjtfz,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-120,1,SimplifiedNumeratorQuantity1,04:28.0,04:34.0,04:59.0,04:59.0,31.0,,31.0,0,1,0,1,Calculate_unit_rate,3
440713,587890,271ti60q7tk1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-139,1,SimplifiedNumeratorQuantity2,40:26.0,40:29.0,40:52.0,40:52.0,9.0,,9.0,0,1,1,1,Calculate_unit_rate,16
1366147,1822019,171GbOxs,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-010,1,SimplifiedNumeratorQuantity2,55:48.0,56:04.0,56:04.0,56:04.0,16.0,16.0,,1,0,0,1,Calculate_unit_rate,8
435895,581172,271llx9u0y8n,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,00:29.0,00:38.0,01:10.0,01:10.0,32.0,,32.0,0,3,1,1,Calculate_unit_rate,2
903437,1203823,271qrr3uvvqm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-122,1,SimplifiedNumeratorQuantity1,43:12.0,43:17.0,43:57.0,43:57.0,25.0,,25.0,0,1,0,1,Calculate_unit_rate,3
1237709,1648409,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,20:23.0,20:26.0,20:48.0,20:48.0,18.0,,18.0,0,3,1,1,Calculate_unit_rate,2
298165,397876,271lyut5ftpl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,19:30.0,19:38.0,20:36.0,20:36.0,46.0,,46.0,0,4,1,1,Calculate_unit_rate,2
470309,627891,271u4ffa7yhb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity2,05:15.0,05:20.0,06:39.0,06:39.0,64.0,,64.0,0,3,1,1,Calculate_unit_rate,2
1446692,1930166,2483bdea9,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-119,1,SimplifiedNumeratorQuantity1,46:42.0,46:44.0,46:56.0,46:56.0,14.0,,14.0,0,1,0,1,Calculate_unit_rate,7
1987937,2650121,248mf49nd,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-030,1,SimplifiedNumeratorQuantity2,59:50.0,59:52.0,00:12.0,00:12.0,22.0,,22.0,0,1,0,1,Calculate_unit_rate,20
391064,521768,271rojy1tuks,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,39:27.0,39:31.0,39:31.0,39:31.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,1
