,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
4218,5544,3cjD21W,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-123,1,EquationAnswer,39:13.0,39:17.0,39:17.0,39:17.0,2,2,,1,0,0,1,Calculate_part_in_proportion_with_fractions,6
4230,5556,3cjD21W,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-090,1,EquationAnswer,40:02.0,40:05.0,40:05.0,40:05.0,3,3,,1,0,0,1,Calculate_total_in_proportion_with_fractions,9
4242,5568,3cjD21W,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-179,1,EquationAnswer,40:54.0,40:55.0,41:08.0,41:08.0,12,,12,0,2,0,1,Calculate_part_in_proportion_with_fractions,7
5977,7765,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-299,1,RationalNumberline1,51:12.0,51:26.0,51:26.0,51:26.0,14,14,,1,0,0,1,Plot_whole_number,1
5985,7773,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-155,1,RationalNumberline1,53:37.0,53:50.0,54:07.0,54:07.0,25,,25,0,3,1,1,Plot_terminating_proper_fraction,1
5986,7774,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-193,1,RationalNumberline1,54:10.0,54:29.0,54:29.0,54:29.0,19,19,,1,0,0,1,Plot_imperfect_radical,1
5987,7775,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-248,1,RationalNumberline1,54:33.0,54:44.0,54:44.0,54:44.0,11,11,,1,0,0,1,Plot_terminating_proper_fraction,2
5988,7776,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-117,1,RationalNumberline1,54:46.0,54:57.0,54:57.0,54:57.0,11,11,,1,0,0,1,Plot_non-terminating_improper_fraction,1
5994,7782,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,56:33.0,56:47.0,56:47.0,56:47.0,14,14,,1,0,0,1,Plot_pi,1
5997,7785,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-180,1,RationalNumberline1,57:13.0,57:28.0,57:32.0,57:32.0,19,,19,0,2,0,1,Plot_terminating_proper_fraction,3
6000,7788,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,58:11.0,58:21.0,58:24.0,58:24.0,13,,13,0,2,0,1,Plot_decimal_thousandths,1
6002,7790,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-245,1,RationalNumberline1,58:46.0,59:07.0,59:07.0,59:07.0,21,21,,1,0,0,1,Plot_terminating_proper_fraction,4
6003,7791,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-271,1,RationalNumberline1,59:10.0,59:21.0,59:21.0,59:21.0,11,11,,1,0,0,1,Plot_whole_number,2
6006,7794,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,00:00.0,00:09.0,00:22.0,00:22.0,22,,22,0,7,2,1,Plot_decimal_thousandths,2
6007,7795,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-283,1,RationalNumberline1,00:25.0,00:41.0,00:47.0,00:47.0,22,,22,0,1,0,1,Plot_non-terminating_improper_fraction,2
6008,7796,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-041,1,RationalNumberline1,00:50.0,01:11.0,01:11.0,01:11.0,21,21,,1,0,0,1,Plot_imperfect_radical,2
6009,7797,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-123,1,RationalNumberline1,01:14.0,01:39.0,01:39.0,01:39.0,25,25,,1,0,0,1,Plot_non-terminating_improper_fraction,3
6027,7815,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,06:33.0,06:46.0,06:53.0,06:53.0,20,,20,0,4,1,1,Plot_decimal_thousandths,3
6028,7816,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-134,1,RationalNumberline1,06:55.0,07:14.0,07:14.0,07:14.0,19,19,,1,0,0,1,Plot_terminating_proper_fraction,5
8053,10617,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,35:23.0,35:29.0,35:29.0,35:29.0,6,6,,1,0,0,1,Finding_the_intersection_SIF,1
8078,10642,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",M4X-2Y=8&Y=-2X+5,1,Intersection 1 X,37:03.0,37:13.0,40:54.0,40:54.0,129,,129,0,9,3,1,Finding_the_intersection_Mixed,1
8106,10670,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",M4X+5Y=48&Y=3X+2,1,Intersection 1 X,47:01.0,47:11.0,47:11.0,47:11.0,10,10,,1,0,0,1,Finding_the_intersection_Mixed,2
8143,10707,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G5X+3Y=4.7&2X+6Y=6.2,1,Intersection 1 X,05:15.0,05:34.0,05:40.0,05:40.0,25,,25,0,2,0,1,Finding_the_intersection_GLF,1
8186,10750,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,1,Intersection 1 X,13:07.0,13:14.0,,28:13.0,469,,469,0,16,7,0,Finding_the_intersection_GLF,2
8189,10753,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G8X-7Y=51&10X+Y=-15,2,Intersection 1 X,23:47.0,23:53.0,29:47.0,29:47.0,330,,330,0,4,0,1,Finding_the_intersection_GLF,3
8208,10772,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G-4X+5Y=-19&-3X-7Y=18,1,Intersection 1 X,34:55.0,34:58.0,34:58.0,34:58.0,3,3,,1,0,0,1,Finding_the_intersection_GLF,4
8232,10796,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-X&Y=7,1,Intersection 1 X,38:52.0,38:59.0,38:59.0,38:59.0,7,7,,1,0,0,1,Finding_the_intersection_Mixed,3
8252,10816,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",G3X-5Y=27&4X+3Y=7,1,Intersection 1 X,41:24.0,41:29.0,41:29.0,41:29.0,5,5,,1,0,0,1,Finding_the_intersection_GLF,5
8268,10832,3cjD21W,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,43:32.0,43:38.0,43:38.0,43:38.0,6,6,,1,0,0,1,Finding_the_intersection_SIF,2
9437,12464,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,00:16.0,00:28.0,00:28.0,00:28.0,12,12,,1,0,0,1,Calculate_unit_rate,1
9444,12471,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,01:08.0,01:17.0,01:58.0,01:58.0,48,,48,0,3,1,1,Calculate_unit_rate,2
9455,12482,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-127,1,SimplifiedNumeratorQuantity1,02:49.0,03:00.0,03:40.0,03:40.0,32,,32,0,2,0,1,Calculate_unit_rate,3
9461,12488,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-127,1,SimplifiedNumeratorQuantity2,04:06.0,04:09.0,04:49.0,04:49.0,34,,34,0,3,0,1,Calculate_unit_rate,4
9473,12500,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-140,1,SimplifiedNumeratorQuantity1,05:40.0,05:46.0,05:46.0,05:46.0,6,6,,1,0,0,1,Calculate_unit_rate,5
9476,12503,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-140,1,SimplifiedNumeratorQuantity2,05:50.0,05:53.0,05:53.0,05:53.0,3,3,,1,0,0,1,Calculate_unit_rate,6
9495,12522,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity1,07:31.0,07:50.0,09:00.0,09:00.0,33,,33,0,2,0,1,Calculate_unit_rate,7
9496,12523,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity2,07:53.0,07:57.0,09:08.0,09:08.0,29,,29,0,4,1,1,Calculate_unit_rate,8
9512,12539,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-106,1,SimplifiedNumeratorQuantity2,10:45.0,10:51.0,11:01.0,11:01.0,16,,16,0,2,0,1,Calculate_unit_rate,9
9514,12541,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-106,1,SimplifiedNumeratorQuantity1,11:01.0,11:05.0,11:59.0,11:59.0,57,,57,0,3,1,1,Calculate_unit_rate,10
9530,12557,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity1,12:56.0,13:02.0,13:22.0,13:22.0,21,,21,0,1,1,1,Calculate_unit_rate,11
9532,12559,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity2,13:13.0,13:16.0,13:28.0,13:28.0,7,,7,0,1,1,1,Calculate_unit_rate,12
9548,12575,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-180,1,SimplifiedNumeratorQuantity1,14:28.0,14:35.0,14:44.0,14:44.0,14,,14,0,1,1,1,Calculate_unit_rate,13
9550,12577,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-180,1,SimplifiedNumeratorQuantity2,14:44.0,14:46.0,14:51.0,14:51.0,5,,5,0,0,1,1,Calculate_unit_rate,14
9566,12593,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-149,1,SimplifiedNumeratorQuantity1,15:54.0,16:03.0,16:03.0,16:03.0,9,9,,1,0,0,1,Calculate_unit_rate,15
9567,12594,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-149,1,SimplifiedNumeratorQuantity2,16:03.0,16:14.0,16:14.0,16:14.0,11,11,,1,0,0,1,Calculate_unit_rate,16
9583,12610,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity1,17:18.0,17:29.0,17:29.0,17:29.0,11,11,,1,0,0,1,Calculate_unit_rate,17
9584,12611,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity2,17:29.0,17:35.0,18:10.0,18:10.0,41,,41,0,1,0,1,Calculate_unit_rate,18
9596,12623,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-156,1,SimplifiedNumeratorQuantity1,18:58.0,19:12.0,19:20.0,19:20.0,21,,21,0,1,1,1,Calculate_unit_rate,19
9602,12629,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-156,1,SimplifiedNumeratorQuantity2,19:50.0,20:00.0,20:18.0,20:18.0,28,,28,0,1,0,1,Calculate_unit_rate,20
9618,12645,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-071,1,SimplifiedNumeratorQuantity1,21:06.0,21:14.0,22:27.0,22:27.0,20,,20,0,1,1,1,Calculate_unit_rate,21
9620,12647,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-071,1,SimplifiedNumeratorQuantity2,21:14.0,22:14.0,22:33.0,22:33.0,64,,64,0,1,1,1,Calculate_unit_rate,22
9636,12663,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-062,1,SimplifiedNumeratorQuantity1,23:25.0,23:29.0,23:29.0,23:29.0,4,4,,1,0,0,1,Calculate_unit_rate,23
9638,12665,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-062,1,SimplifiedNumeratorQuantity2,23:29.0,23:35.0,23:39.0,23:39.0,9,,9,0,0,1,1,Calculate_unit_rate,24
9654,12681,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-131,1,SimplifiedNumeratorQuantity1,24:37.0,24:40.0,24:49.0,24:49.0,6,,6,0,0,1,1,Calculate_unit_rate,25
9656,12683,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-131,1,SimplifiedNumeratorQuantity2,24:32.0,24:37.0,24:56.0,24:56.0,13,,13,0,2,1,1,Calculate_unit_rate,26
9672,12699,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-144,1,SimplifiedNumeratorQuantity1,25:44.0,25:49.0,25:49.0,25:49.0,5,5,,1,0,0,1,Calculate_unit_rate,27
9673,12700,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-144,1,SimplifiedNumeratorQuantity2,25:49.0,25:51.0,25:51.0,25:51.0,2,2,,1,0,0,1,Calculate_unit_rate,28
9689,12716,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity1,26:52.0,26:55.0,26:55.0,26:55.0,3,3,,1,0,0,1,Calculate_unit_rate,29
9691,12718,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity2,26:41.0,26:45.0,27:03.0,27:03.0,10,,10,0,1,1,1,Calculate_unit_rate,30
9706,12733,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,2,EquationAnswer,25:07.0,25:15.0,25:23.0,25:23.0,16,,16,0,1,0,1,Calculate_part_in_proportion_with_fractions,1
9719,12746,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-151,1,EquationAnswer,27:27.0,27:32.0,27:32.0,27:32.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,2
9732,12759,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-068,1,EquationAnswer,29:29.0,29:33.0,30:36.0,30:36.0,13,,13,0,2,1,1,Calculate_total_in_proportion_with_fractions,1
9740,12767,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-154,1,EquationAnswer,31:51.0,31:58.0,31:58.0,31:58.0,7,7,,1,0,0,1,Calculate_total_in_proportion_with_fractions,2
9758,12785,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-163,1,EquationAnswer,38:38.0,38:41.0,43:35.0,43:35.0,110,,110,0,10,3,1,Calculate_part_in_proportion_with_fractions,3
9771,12798,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-153,1,EquationAnswer,45:17.0,45:25.0,45:25.0,45:25.0,8,8,,1,0,0,1,Calculate_part_in_proportion_with_fractions,4
11997,15947,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,12:33.0,12:36.0,12:36.0,12:36.0,3,3,,1,0,0,1,Calculate_unit_rate,1
12007,15957,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,13:10.0,13:15.0,13:55.0,13:55.0,34,,34,0,4,1,1,Calculate_unit_rate,2
12015,15965,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-143,1,SimplifiedNumeratorQuantity1,14:24.0,14:28.0,14:28.0,14:28.0,4,4,,1,0,0,1,Calculate_unit_rate,3
12026,15976,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-143,1,SimplifiedNumeratorQuantity2,14:49.0,14:53.0,15:57.0,15:57.0,58,,58,0,3,1,1,Calculate_unit_rate,4
12035,15985,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-166,1,SimplifiedNumeratorQuantity1,16:29.0,16:33.0,17:23.0,17:23.0,43,,43,0,3,1,1,Calculate_unit_rate,5
12044,15994,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-166,1,SimplifiedNumeratorQuantity2,17:50.0,17:53.0,18:24.0,18:24.0,26,,26,0,3,1,1,Calculate_unit_rate,6
12053,16003,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity1,18:55.0,18:58.0,19:46.0,19:46.0,41,,41,0,2,1,1,Calculate_unit_rate,7
12062,16012,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity2,20:09.0,20:21.0,20:31.0,20:31.0,21,,21,0,3,1,1,Calculate_unit_rate,8
12078,16028,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-160,1,SimplifiedNumeratorQuantity1,21:56.0,22:00.0,22:15.0,22:15.0,16,,16,0,0,1,1,Calculate_unit_rate,9
