Unnamed: 0,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
469669,626897,271sxlbnhuj8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,20:07.0,20:12.0,20:12.0,20:12.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,1
1196333,1592335,hpN7z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-033,1,SimplifiedNumeratorQuantity2,13:19.0,13:21.0,13:21.0,13:21.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,8
273135,364246,271g7beuc4s1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,09:51.0,09:56.0,11:03.0,11:03.0,58.0,,58.0,0,3,1,1,Calculate_unit_rate,2
840770,1118647,271iqvz5tgi6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-045,1,SimplifiedNumeratorQuantity2,10:46.0,10:55.0,10:55.0,10:55.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,7
1520375,2029371,248xzmpqp,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-141,1,SimplifiedNumeratorQuantity1,08:57.0,09:05.0,09:05.0,09:05.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,5
61112,81176,H9R2j01,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-123,1,SimplifiedNumeratorQuantity2,54:03.0,54:13.0,55:03.0,55:03.0,60.0,,60.0,0,3,1,1,Calculate_unit_rate,6
571975,763869,271k46zmobti,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-125,1,SimplifiedNumeratorQuantity1,56:51.0,56:55.0,57:14.0,57:14.0,23.0,,23.0,0,1,0,1,Calculate_unit_rate,3
448210,598054,271yp0sidssm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,59:21.0,59:28.0,00:00.0,00:00.0,39.0,,39.0,0,1,0,1,Calculate_unit_rate,2
1480955,1977077,248g1paph,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-129,1,SimplifiedNumeratorQuantity1,58:10.0,58:13.0,58:13.0,58:13.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,6
1756010,2338692,248iwnoa3,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-181,1,SimplifiedNumeratorQuantity1,45:11.0,45:22.0,45:22.0,45:22.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,6
1425331,1902242,171RUh1Q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-183,1,SimplifiedNumeratorQuantity2,04:07.0,04:18.0,04:18.0,04:18.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,4
123816,164405,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,07:27.0,07:32.0,08:01.0,08:01.0,22.0,,22.0,0,1,0,1,Calculate_unit_rate,1
294340,392363,271l6xuybjzm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,51:21.0,51:27.0,51:27.0,51:27.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,1
444811,593626,271wanf4c1o8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-178,1,SimplifiedNumeratorQuantity2,02:21.0,02:27.0,02:27.0,02:27.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,7
1188332,1581591,CD8Q2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-124,1,SimplifiedNumeratorQuantity2,48:08.0,48:24.0,48:24.0,48:24.0,16.0,16.0,,1,0,0,1,Calculate_unit_rate,5
1375356,1834379,171D9H8C,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-152,1,SimplifiedNumeratorQuantity2,52:48.0,52:51.0,53:12.0,53:12.0,17.0,,17.0,0,1,0,1,Calculate_unit_rate,12
1645238,2194452,248qm8h48,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity1,31:45.0,31:50.0,31:50.0,31:50.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,19
1765124,2350978,248ld2fnl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-012,1,SimplifiedNumeratorQuantity2,59:27.0,59:32.0,59:32.0,59:32.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,4
2043321,2724041,248cu006t,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-064,1,SimplifiedNumeratorQuantity2,54:50.0,54:54.0,54:54.0,54:54.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,12
1101215,1467227,250h6tra32v8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-059,1,SimplifiedNumeratorQuantity1,50:58.0,51:01.0,51:34.0,51:34.0,21.0,,21.0,0,3,0,1,Calculate_unit_rate,3
1796957,2392622,2485bqay0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-029,1,SimplifiedNumeratorQuantity1,41:19.0,41:50.0,41:50.0,41:50.0,31.0,31.0,,1,0,0,1,Calculate_unit_rate,5
269571,359422,271a4jzl61kh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,49:27.0,49:32.0,49:32.0,49:32.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,1
1051534,1400632,2500vozmdgch,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-076,1,SimplifiedNumeratorQuantity1,02:10.0,02:14.0,02:14.0,02:14.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,15
898155,1196828,271np4zc8vd1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-066,1,SimplifiedNumeratorQuantity2,42:24.0,42:42.0,42:42.0,42:42.0,18.0,18.0,,1,0,0,1,Calculate_unit_rate,6
2213106,2949437,248lmchx5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-165,1,SimplifiedNumeratorQuantity1,02:14.0,02:19.0,02:19.0,02:19.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,21
2199364,2931085,248dn9bur,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-035,1,SimplifiedNumeratorQuantity1,02:43.0,02:49.0,02:49.0,02:49.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,7
2184921,2911774,2481ihli2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-043,1,SimplifiedNumeratorQuantity2,11:08.0,11:14.0,11:46.0,11:46.0,28.0,,28.0,0,3,1,1,Calculate_unit_rate,6
604577,806306,271swzglvvxm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-162,1,SimplifiedNumeratorQuantity1,35:13.0,35:18.0,35:18.0,35:18.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,5
1101239,1467251,250h6tra32v8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-038,1,SimplifiedNumeratorQuantity2,54:19.0,54:26.0,54:26.0,54:26.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,6
1038895,1383694,236x225jc,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-162,1,SimplifiedNumeratorQuantity1,40:25.0,40:31.0,40:31.0,40:31.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,15
469688,626916,271sxlbnhuj8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-082,1,SimplifiedNumeratorQuantity1,24:27.0,24:31.0,24:31.0,24:31.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,3
1404451,1874247,171YFPuw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-056,1,SimplifiedNumeratorQuantity1,53:05.0,53:19.0,53:19.0,53:19.0,14.0,14.0,,1,0,0,1,Calculate_unit_rate,6
1540067,2055486,248b2u55n,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity2,58:39.0,58:51.0,58:51.0,58:51.0,12.0,12.0,,1,0,0,1,Calculate_unit_rate,6
469758,626986,271sxlbnhuj8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity1,34:13.0,34:17.0,34:17.0,34:17.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,11
1029758,1371404,236hvsrf2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-170,1,SimplifiedNumeratorQuantity1,38:38.0,38:58.0,38:58.0,38:58.0,20.0,20.0,,1,0,0,1,Calculate_unit_rate,12
22265,30364,S2M2j2W,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,59:58.0,00:05.0,00:05.0,00:05.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,1
880956,1173543,271pcwh6zshy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-126,1,SimplifiedNumeratorQuantity1,32:03.0,32:12.0,32:20.0,32:20.0,17.0,,17.0,0,1,0,1,Calculate_unit_rate,5
1348829,1798357,171IVNGa,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,17:49.0,17:52.0,19:02.0,19:02.0,73.0,,73.0,0,1,0,1,Calculate_unit_rate,2
134451,178585,F713eQN,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-031,1,SimplifiedNumeratorQuantity1,43:05.0,43:10.0,43:10.0,43:10.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,3
790273,1052013,271lda2pl3j5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-034,1,SimplifiedNumeratorQuantity1,34:52.0,35:06.0,35:06.0,35:06.0,14.0,14.0,,1,0,0,1,Calculate_unit_rate,6
886989,1181955,2713xr7e2mrl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity2,11:08.0,11:13.0,11:26.0,11:26.0,18.0,,18.0,0,1,0,1,Calculate_unit_rate,3
1520357,2029353,248xzmpqp,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-005,1,SimplifiedNumeratorQuantity2,05:25.0,05:34.0,05:34.0,05:34.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,3
1333676,1777979,1712aRVk,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-087,1,SimplifiedNumeratorQuantity1,12:15.0,12:17.0,12:43.0,12:43.0,13.0,,13.0,0,1,0,1,Calculate_unit_rate,6
709098,944583,2713iub9e45b,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,08:19.0,08:23.0,08:23.0,08:23.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,1
1419256,1894232,171mHjZ1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,11:39.0,11:46.0,12:40.0,12:40.0,41.0,,41.0,0,4,1,1,Calculate_unit_rate,2
758545,1010858,2715zk8yvhm2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-107,1,SimplifiedNumeratorQuantity1,37:28.0,38:27.0,38:32.0,38:32.0,62.0,,62.0,0,0,1,1,Calculate_unit_rate,3
1425316,1902227,171RUh1Q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,01:18.0,01:24.0,02:19.0,02:19.0,30.0,,30.0,0,3,1,1,Calculate_unit_rate,2
1799794,2396386,2488gi45a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-045,1,SimplifiedNumeratorQuantity1,52:38.0,52:52.0,52:52.0,52:52.0,14.0,14.0,,1,0,0,1,Calculate_unit_rate,5
1184364,1576255,171HyaCo,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-099,1,SimplifiedNumeratorQuantity2,01:51.0,02:01.0,02:01.0,02:01.0,10.0,10.0,,1,0,0,1,Calculate_unit_rate,8
78675,104721,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity2,08:46.0,08:50.0,09:37.0,09:37.0,30.0,,30.0,0,3,0,1,Calculate_unit_rate,4
2241206,2986322,248221j0m,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-098,1,SimplifiedNumeratorQuantity1,18:27.0,18:33.0,18:33.0,18:33.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,11
1131870,1507299,250vczqeknkn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-185,1,SimplifiedNumeratorQuantity2,44:26.0,44:29.0,44:29.0,44:29.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,22
12026,15976,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-143,1,SimplifiedNumeratorQuantity2,14:49.0,14:53.0,15:57.0,15:57.0,58.0,,58.0,0,3,1,1,Calculate_unit_rate,4
1164081,1549799,171ZXK0y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-031,1,SimplifiedNumeratorQuantity1,49:27.0,49:30.0,49:38.0,49:38.0,11.0,,11.0,0,1,0,1,Calculate_unit_rate,21
840771,1118648,271iqvz5tgi6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-045,1,SimplifiedNumeratorQuantity1,10:55.0,11:03.0,11:03.0,11:03.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,8
1831736,2438503,248witr72,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-179,1,SimplifiedNumeratorQuantity2,53:19.0,53:36.0,53:36.0,53:36.0,17.0,17.0,,1,0,0,1,Calculate_unit_rate,12
1167154,1553910,171DJdS4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-112,1,SimplifiedNumeratorQuantity1,48:30.0,48:33.0,48:56.0,48:56.0,14.0,,14.0,0,3,1,1,Calculate_unit_rate,12
1368681,1825213,171s6dHT,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-074,1,SimplifiedNumeratorQuantity2,56:11.0,56:22.0,56:22.0,56:22.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,10
1028374,1369630,236hfghbw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-164,1,SimplifiedNumeratorQuantity2,37:05.0,37:43.0,37:48.0,37:48.0,42.0,,42.0,0,0,1,1,Calculate_unit_rate,6
1099157,1464573,250gwdn44nnw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-187,1,SimplifiedNumeratorQuantity2,32:59.0,33:15.0,33:15.0,33:15.0,16.0,16.0,,1,0,0,1,Calculate_unit_rate,14
1314005,1751193,twmF5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-187,1,SimplifiedNumeratorQuantity2,10:56.0,11:07.0,11:07.0,11:07.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,12
212805,284572,ug982yk,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,24:39.0,24:47.0,24:47.0,24:47.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,1
1790669,2384225,248199mt7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,05:29.0,05:36.0,05:56.0,05:56.0,27.0,,27.0,0,1,0,1,Calculate_unit_rate,2
1115409,1486515,250ngpo0blu8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-145,1,SimplifiedNumeratorQuantity2,56:28.0,56:32.0,56:32.0,56:32.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,10
1012276,1348366,2365c1xmz,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-055,1,SimplifiedNumeratorQuantity2,44:52.0,45:01.0,45:01.0,45:01.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,22
1373518,1832028,NL002,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-198,1,SimplifiedNumeratorQuantity1,49:10.0,49:17.0,49:17.0,49:17.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,5
719332,958418,271gp42wbol4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-147,1,SimplifiedNumeratorQuantity2,20:14.0,20:25.0,20:25.0,20:25.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,8
281351,374644,271g8nye4tne,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-019,1,SimplifiedNumeratorQuantity2,38:02.0,38:31.0,38:31.0,38:31.0,29.0,29.0,,1,0,0,1,Calculate_unit_rate,6
1056895,1407799,250jinydnhom,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-136,1,SimplifiedNumeratorQuantity2,01:24.0,01:30.0,01:30.0,01:30.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,6
1255880,1673098,171WqQfl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-047,1,SimplifiedNumeratorQuantity2,54:56.0,55:09.0,55:09.0,55:09.0,13.0,13.0,,1,0,0,1,Calculate_unit_rate,16
1034229,1377112,236pkt1lc,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-038,1,SimplifiedNumeratorQuantity2,37:48.0,37:58.0,37:58.0,37:58.0,10.0,10.0,,1,0,0,1,Calculate_unit_rate,7
1726954,2300618,248p8amkt,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-023,1,SimplifiedNumeratorQuantity2,01:52.0,01:55.0,01:55.0,01:55.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,18
387777,517478,2719d2i8bcpr,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,21:01.0,21:07.0,21:07.0,21:07.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,1
454417,606243,2711l993sfz5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-158,1,SimplifiedNumeratorQuantity1,22:04.0,22:27.0,22:52.0,22:52.0,48.0,,48.0,0,1,0,1,Calculate_unit_rate,21
